MCU;CANAL;SEGMENTO;REC_JAN;REC_FEV;REC_MAR;REC_ABR;REC_MAI;REC_JUN;REC_JUL;REC_AGO;REC_SET;REC_OUT;REC_NOV;REC_DEZ;REC_ACU;META_JAN;META_FEV;META_MAR;META_ABR;META_MAI;META_JUN;META_JUL;META_AGO;META_SET;META_OUT;META_NOV;META_DEZ;META_ACU;ANT_JAN;ANT_FEV;ANT_MAR;ANT_ABR;ANT_MAI;ANT_JUN;ANT_JUL;ANT_AGO;ANT_SET;ANT_OUT;ANT_NOV;ANT_DEZ;ANT_ACU
14484;À VISTA;ENCOMENDA;4196,460028;3846,400015;5222,870045;6175,669994;2155,499985;0;0;0;0;0;0;0;21596,90007;2693,789995;2480,16;3126,769994;2495,020002;1177,212658;0;0;0;0;0;0;0;11972,95265;3527,47003;6068,800001;6213,049995;4309,069983;2607,279995;0;0;0;0;0;0;0;22725,67
14484;À VISTA;INTERNACIONAL;277,4500122;0;212,3000031;448,7000122;0;0;0;0;0;0;0;0;938,4500275;828,83;798,2999992;1042,669999;838,2800017;380,7862035;0;0;0;0;0;0;0;3888,866203;200,6999969;176,4499969;0;0;0;0;0;0;0;0;0;0;377,1499939
14484;À VISTA;MARKETING;1649,000021;160,4499998;4582,399981;2355,55;20,84999943;0;0;0;0;0;0;0;8768,250001;198,2600002;175,6600005;212,12;175,1599998;74,6898203;0;0;0;0;0;0;0;835,8898209;2656,159969;2537,319993;2202,47005;1333,029984;775,6899843;0;0;0;0;0;0;0;9504,669981
14484;À VISTA;MENSAGEM;954,7399981;442,0000002;558,6000045;668,5999959;248,5499992;0;0;0;0;0;0;0;2872,489998;1824,61;1673,44;2086,51;1647,790002;741,8771609;0;0;0;0;0;0;0;7974,227163;732,5399957;616,9599991;840,6100001;586,5599933;312,0900065;0;0;0;0;0;0;0;3088,759995
14484;À VISTA;OUTROS;0;0;0;0;9,899999619;0;0;0;0;0;0;0;9,899999619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14485;A FATURAR;CONVENIÊNCIA;0;0;0;0;0;0;0;0;0;0;0;0;0;86,79;37,73999996;31,49;29,56999997;5,790843861;0;0;0;0;0;0;0;191,3808438;0;309,6499939;0;0;0;0;0;0;0;0;0;0;309,6499939
14485;A FATURAR;ENCOMENDA;39,16999817;0;188,7300053;264,7700043;237,75;0;0;0;0;0;0;0;730,4200077;58,10000006;152,8899998;231,24;256,21;178,8704247;0;0;0;0;0;0;0;877,3104246;172,1600037;0;86,80000305;30,06999969;113,9199982;0;0;0;0;0;0;0;402,9500046
14485;A FATURAR;INTERNACIONAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14485;A FATURAR;MENSAGEM;392,0000048;788,550004;1138,949995;1179,099993;103,0999985;0;0;0;0;0;0;0;3601,699995;670,2600007;422,2399992;396,7500008;323,5699994;182,4051569;0;0;0;0;0;0;0;1995,225157;350,5;568,7999916;486,4000053;480,0000114;119,8999996;0;0;0;0;0;0;0;2005,600008
14485;À VISTA;CONVENIÊNCIA;2020,679984;1941,429987;2707,339958;2615,379958;953,8999822;0;0;0;0;0;0;0;10238,72987;2196,212902;1925,700435;2448,201677;2066,499867;1010,508077;0;0;0;0;0;0;0;9647,122958;2660,209994;3573,059941;4641,609915;3813,939953;928,9199936;0;0;0;0;0;0;0;15617,7398
14485;À VISTA;ENCOMENDA;13565,57;10125,83997;16531,53004;16599,64;6947,29002;0;0;0;0;0;0;0;63769,87003;13007,41997;11975,91;15098,16997;12047,65001;5684,371964;0;0;0;0;0;0;0;57813,52192;12205,85;11885,07005;14816,08001;12665,30999;4521,400024;0;0;0;0;0;0;0;56093,71007
14485;À VISTA;INTERNACIONAL;221,9499969;0;443,0499878;865,2000122;0;0;0;0;0;0;0;0;1530,199997;828,83;798,2999992;1042,669999;838,2800017;380,7862035;0;0;0;0;0;0;0;3888,866203;816,7500153;636,0500031;591,1999969;2469,299973;0;0;0;0;0;0;0;0;4513,299988
